tt2246724	Ghanchakkar	3.5	2	137	3	6/28/2013	1,5,8	5.7	4516
tt2301155	Shootout at Wadala	3.667	3	155	4	5/3/2013	7,5,4	5.8	948
tt2275802	Satyagraha	4.5	3.5	152	5	8/30/2013	2	6	2370
tt3001638	Mary Kom	3.875	2	122	1	9/5/2014	15,2,17	6.8	25300
tt3495000	Mardaani	2.5	2	113	1	8/22/2014	7,2,8	7.4	13731
tt2675978	Dedh Ishqiya	2	2	152	1	1/10/2014	1,2,3	7.3	1866
tt2574698	Gunday	4	2	152	5	2/14/2014	7,5,2	2	5603
tt4271730	Alone	2.66667	2	133	1	1/16/2015	4	3.7	16370
tt4354740	Dharam Sankat Mein	3.875	2	129	1	4/10/2015	1	6.2	2387
tt4332114	Dolly Ki Doli	3.75	2	98	2	1/23/2015	1,3	4.6	5047
tt3848892	Baby	4.2	4.5	159	5	1/23/2015	7,5,8	8.2	27379
tt3767372	Piku	4.5	4.5	123	4	5/8/2015	1,2	7.6	18207
tt1562871	Ra.One	3.5	2.5	156	13	10/26/2011	7,6,10	4.8	1206
tt2796318	Mickey Virus	2	2	135	1	10/25/201	1,8	6.1	405
tt2213054	Kai po che!	3.5	2	120	3	2/13/2013	17,2	7.7	5301
tt2406676	Ek Thi Daayan	3.5	2	127	2	4/19/2013	4,3,8	5.7	2757
tt2551378	Bullett Raja	2	3.5	138	5	11/29/2013	7,5,2	5.1	200
tt1029231	Krrish 3	4.5	3.5	152	9	11/1/2013	7,3,10	5.4	61100
tt3359290	Bobby Jasoos	3	2	121	1	7/4/2014	1,2,8	5.5	3306
tt2980794	Highway	2.5	4	133	3	2/21/2014	6,2,3	7.6	8640
tt0403935	Action Jackson	2	2.5	144	1	12/5/2014	7,1,2	3.3	15977
tt2338151	PK	3.66667	4.5	153	8	12/19/2014	1,2,3	8.3	39610
tt3159708	Welcome Back	3.66667	2.5	152	8	9/4/2015	7,1,5	4.2	20219
tt4007558	Shaandaar	2	2	144	13	10/22/2015	1,2,3	3.6	42050
tt3422462	Bangistan	3.5	2	135	2	8/7/2015	1	4.5	5054
tt4684028	Guddu Rangeela	2.75	2	124	1	7/3/2015	1,2	5.3	2529
tt3836958	Shamitabh	4.5	3.5	155	2	2/6/2015	1,2,8	6.9	11082
